Title,Rating,Level,Language,Price,URL,Image,Description,Platform,Certificate,Duration,Learning_Type,Enrolled,Reviews,Last_Updated,Category,Instructors
BerkleeX: Introduction to the Music Business,4.7,Beginner, English,Free To Audit,https://www.edx.org/learn/music-business/berklee-college-of-music-introduction-to-the-music-business,,"Three things are clear about today’s music industry: The consumption of music is expanding at the greatest rate in history and from the most portals ever imagined, the cost of producing music is decreasing, and the number of artists creating and seeking to expose their work and develop careers through the Internet has increased dramatically. As demand grows and Internet piracy wanes, ad-supported and subscription models will generate unprecedented revenues that will surpass even the best of past earnings. And, many astute “music industry-watchers” predict a steep rise in business activity and trade earnings by the end of the decade.",edX,Available for Paid verified track with cost $59 USD,6 weeks 2–4 hours per week,Course,"58,092 already enrolled! ",10 ratings,None,Business & Management,"John P. Kellogg, "
HarvardX: Global China: From the Mongols to the Ming,None,Beginner, English,Free To Audit,https://www.edx.org/learn/chinese-history/harvard-university-global-china-from-the-mongols-to-the-ming,,"In the 13th century, by force of arms, the Mongols created the greatest empire in human history. Yet by the end of the Ming dynasty in the late 16th century, a new global economy emerged. New World silver brought together the Americas, Europe, and East Asia, and the intellectuals of East and West began to speak to each other directly. The founding of the Ming and the growth of the global silver trade spurred changes in social and political spheres, and the late Ming period brought new literature, philosophies, and religions, with shifting roles for women. ",edX,Available for Paid verified track with cost $149 USD,15 weeks 1–3 hours per week,Course,"45,524 already enrolled! ",None,None,History,"Peter K. Bol, William C. Kirby, "
IMFx: Financial Soundness Indicators,None,Intermediate, English,Free To Audit,https://www.edx.org/learn/economics-finance/the-international-monetary-fund-financial-soundness-indicators,,"This course, presented by the Statistics Department, introduces participants to the underlying concepts, definitions, and methodology for the compilation of Financial Soundness Indicators (FSIs). FSIs were developed by the IMF in the late 1990s and currently, more than 140 countries compile and report FSIs to the IMF. These indicators are widely used by researchers, analysts, and policymakers around the world to monitor the soundness of the financial system as a whole from a macroprudential perspective, as well as by IMF staff in financial stability analysis and surveillance. This course covers the history of the FSIs and their application in surveillance and macroprudential analysis, the conceptual framework for the FSIs, the data collection process for FSI compilation and its underlying aggregation and consolidation methodologies as well as the application of core and additional FSIs in macroprudential analysis. An important reference throughout this course is the Financial Soundness Indicators Compilation Guide revised in 2019. The 2019 FSIs Guide is the ultimate authority on FSI concepts and methods and is the foundation of this course.",edX,Available for Paid verified track with cost $25 USD,5 weeks 4–5 hours per week,Course,Starts Feb 29Ends Apr 16E,None,None,Economics & Finance,"Samah Torchani, A. Michael Andrews, Bidisha Das, "
RaspberryPiFoundation: Introduction to Web Development,None,Intermediate, English,Free To Audit,https://www.edx.org/learn/computer-programming/raspberry-pi-foundation-introduction-to-web-development,,"On this course from the Raspberry Pi Foundation, you will first build a website using HTML and then style it with CSS and make it interactive using JavaScript.",edX,Available for Paid verified track with cost $59 USD,3 weeks 2–4 hours per week,Course,Starts Feb 29Ends Aug 2En,None,None,Education & Teacher Training,"Matt Hogan, "
NUS: Computational Reasoning with Microsoft Excel,None,Beginner, English,Free To Audit,https://www.edx.org/learn/excel/the-national-university-of-singapore-computational-reasoning-with-microsoft-excel,,"Through a series of fun and engaging hands-on activities in Microsoft Excel, this module aims to equip the learner with the ability to thoughtfully apply computational tools when solving complex real-world problems. This module aims to impart to the learner fundamental skills in Microsoft Excel for dealing with large amounts of data, and the ability to critically self-evaluate the way they apply these skills. They will learn to identify problems and design solutions, while also developing a critical awareness of the merits and limits of their methods, thereby empowering them to make better-informed decisions and to reason effectively in a variety of contexts.",edX,Available for Paid verified track with cost $99 USD,8 weeks 3–5 hours per week,Course,Starts Feb 29Ends Jul 1En,None,None,Data Analysis & Statistics,"Jonathan Sim, "
UPValenciaX: IntroducciÃ³n a la energÃ­a solar fotovoltaica: El mÃ³dulo fotovoltaico,4.1,Intermediate, Spanish,Free To Audit,https://www.edx.org/learn/solar-energy/universitat-politecnica-de-valencia-introduccion-a-la-energia-solar-fotovoltaica-el-modulo-fotovoltaico,,"En este curso en línea nos introduciremos en la energía solar fotovoltaica, que es la transformación de la luz solar en energía. ",edX,Available for Paid verified track with cost $39 USD,4 weeks 3–4 hours per week,Course,"25,753 already enrolled! ",10 ratings,None,Engineering,"Salvador Seguí Chilet, "
BabsonX: Entrepreneurial Leadership Toolbox,None,Advanced, English,Free To Audit,https://www.edx.org/learn/entrepreneurship/babson-college-entrepreneurial-leadership-toolbox,,"Entrepreneurial leaders succeed bytaking an opportunity-minded approach to their interactions with colleagues. As the pace of change accelerates and requires leaders to do more with less, smart leaders have realized that results don't simply follow by telling others what to do. Instead, it takes an entrepreneurial leader who understands how to translate opportunity, lead from their strengths, and enroll others in the organization’s work. This course provides a toolbox of key concepts and practices to help you adopt an entrepreneurial mindset as you lead. ",edX,Available for Paid verified track with cost $189 USD,4 weeks 4–6 hours per week,Course,"15,733 already enrolled! ",None,None,Business & Management,"Nan Langowitz, "
AdelaideX: Music Technology Foundations,None,Beginner, English,Free To Audit,https://www.edx.org/learn/music-arts/university-of-adelaide-music-technology-foundations,,Want to produce and record your own music? ,edX,Available for Paid verified track with cost $169 USD,6 weeks 2–3 hours per week,Course,"44,183 already enrolled! ",None,None,Computer Science,"Luke Harrald, Christian Haines, Stephen Whittington, "
UAMx: IntroducciÃ³n a la programaciÃ³n en C: Tipos de datos y estructuras,None,Beginner, Spanish,Free To Audit,https://www.edx.org/learn/c-programming/universidad-autonoma-de-madrid-introduccion-a-la-programacion-en-c-tipos-de-datos-y-estructuras,,Este curso en línea te permitirá aprender los conceptos básicos que te ayudarán a desarrollar las habilidades de programación necesarias para iniciarte en el lenguaje C. ,edX,Available for Paid verified track with cost $29 USD,5 weeks 3–5 hours per week,Course,"23,407 already enrolled! ",None,None,Computer Science,"Germán Montoro Manrique, Alejandro Sierra Urrecho, "
DelftX: Solar Energy 1,None,Beginner, English,Free To Audit,https://www.edx.org/learn/solar-energy/delft-university-of-technology-solar-energy-from-fundamentals-to-its-role-in-the-energy-transition,,"In this first course in the program Solar Energy you will be introduced to the technology that converts solar energy into electricity. The role of solar energy in both the energy transition towards a sustainable future and the improvement of the electricity access in specific regions in the world will be discussed in detail. Solar energy is the technology among all sectors with the potential to result in the largest net reduction in CO2 emissions at the lowest costs by 2030. The merits of solar energy in reference to other renewable electricity generation technologies will be analysed and we will discuss the important metrics related to performance, costs, reliability and circularity of solar energy.",edX,Available for Paid verified track with cost $199 USD,4 weeks 4–6 hours per week,Course,Starts Feb 29Ends Aug 30E,None,None,Engineering,"Arno Smets, Thierry de Vrijer, "
IMFx: Financial Development and Financial Inclusion,4.3,Intermediate, English,Free To Audit,https://www.edx.org/learn/financial-management/the-international-monetary-fund-financial-development-and-financial-inclusion,,This course was developed by the IMF in collaboration with the European Investment Bank. ,edX,Available for Paid verified track with cost $25 USD,7 weeks 3–4 hours per week,Course,"26,299 already enrolled! ",14 ratings,None,Economics & Finance,"Ralph Chami, Sami Ben Naceur, Dyna Heng, "
GalileoX: CÃ¡lculo Diferencial,None,Intermediate, Spanish,Free To Audit,https://www.edx.org/learn/data-structures/universidad-galileo-calculo-diferencial,,Podemos afirmar sin temor a equivocarnos que un buen curso de Cálculo amplía la visión del estudiante en su campo y en su área de estudio.,edX,Available for Paid verified track with cost $19 USD,8 weeks 5–6 hours per week,Course,"29,617 already enrolled! ",None,None,Computer Science,"Eduardo Suger, "
UQx: Anthropology of Current World Issues,3.6,Beginner, English,Free To Audit,https://www.edx.org/learn/anthropology/the-university-of-queensland-anthropology-of-current-world-issues,,"This course will allow you to better understand the world around you through utilising the anthropological lens. You will learn about the way in which anthropology as a discipline can shed new perspectives on current world issues, from indigeneity to migration and material culture.",edX,Available for Paid verified track with cost $179 USD,9 weeks 2–4 hours per week,Course,Share this courseShare th,5 ratings,None,Humanities,"Gerhard Hoffstaedter, David Trigger, Anna Cristina Pertierra, "
UBCx: Designing and Developing an Online Course,3.2,Beginner, English,Free To Audit,https://www.edx.org/learn/teaching-strategies/university-of-british-columbia-designing-and-developing-an-online-course,,"This course will prepare administrators and educators with an understanding of course and program design and development. Models of instructional design will be introduced and hands on tips for converting face to face lectures and assessment will be provided, as well as ideas for how to set up an online course or program with the proper online learning methodologies in mind in order to make it engaging and educational for the specific audience. Students will acquire skills in online content development as well as be able to gain a certificate.",edX,Available for Paid verified track with cost $99 USD,3 weeks 5–7 hours per week,Course,"8,290 already enrolled! A",6 ratings,None,Education & Teacher Training,"Donata Bonassisa, "
UCSanDiegoX: Data Structures Fundamentals,None,Intermediate, English,Free To Audit,https://www.edx.org/learn/data-structures/the-university-of-california-san-diego-data-structures-fundamentals,,"A good algorithm usually comes together with a set of good data structures that allow the algorithm to manipulate the data efficiently. In this course, part of the Algorithms and Data Structures MicroMasters program, we consider the common data structures that are used in various computational problems. You will learn how these data structures are implemented in different programming languages and will practice implementing them in our programming assignments. This will help you to understand what is going on inside a particular built-in implementation of a data structure and what to expect from it. You will also learn typical use cases for these data structures.",edX,Available for Paid verified track with cost $150 USD,6 weeks 8–10 hours per week,Course,"53,048 already enrolled! ",None,None,Computer Science,"Daniel Kane, Alexander S. Kulikov, Michael Levin, "
"KULeuvenX: European History, Society and Culture",None,Intermediate, English,Free To Audit,https://www.edx.org/learn/europe/ku-leuven-european-history-society-and-culture,,"This course explores European history, society and culture by zooming in on a series of transformative events and developments that both shaped their respective era and are crucial to understand Europe and the world in the contemporary age.",edX,Available for Paid verified track with cost $59 USD,8 weeks 4–6 hours per week,Course,Starts Mar 1Ends May 5Enr,None,None,History,"Patrick Pasture, Fred Truyen, Lien Verpoest, "
WageningenX: Drones for Agriculture: Prepare and Design Your Drone (UAV) Mission,None,Intermediate, English,Free To Audit,https://www.edx.org/learn/drones/wageningen-university-research-drones-for-agriculture-prepare-and-design-your-drone-uav-mission,,"We are all getting familiar with the image of a drone in the sky. Although flying a drone is fun, drones are not toys. More and more UAVs or drones are used by governments and companies to gain answers and insights on nature, agricultural and metropolitan challenges among other fields. For example, small Drones/UAVs (Unmanned Aerial Systems) are employed in agriculture for crop observation, crop monitoring, field analysis and map generation through aerial surveys. And with the available software and 'mission planning tools' market growing, so is the demand for knowledge and understanding about its usage and limitations.",edX,Available for Paid verified track with cost $209 USD,3 weeks 4–8 hours per week,Course,"17,349 already enrolled! ",None,None,Data Analysis & Statistics,"Dr. Ir. Lammert Kooistra, Dr. João Valente, "
TEFLx: 30-hour Grammar and Language Awareness,None,Intermediate, English,Free To Audit,https://www.edx.org/learn/education/tefl-org-30-hour-grammar-and-language-awareness,,Don’t know your irregular verbs from auxiliary verbs? This course will improve your basic grammar and give you the grounding you’ll need to communicate complicated language rules to a student audience.,edX,Available for Paid verified track with cost $169 USD,10 weeks 2–3 hours per week,Course,Starts Mar 1Ends Jun 25En,None,None,Education & Teacher Training,"Luke Bartsch, Thomas Kerr, "
AnahuacX: IntroducciÃ³n a R,4.4,Beginner, Spanish,Free To Audit,https://www.edx.org/learn/r-programming/universidades-anahuac-introduccion-a-r,,"La ciencia de datos es un área que hoy ofrece herramientas analíticas muy poderosas a las organizaciones; aquellas que han incorporado estas prácticas rápidamente han podido obtener ventajas competitivas y tomar mejores decisiones con la información que obtienen. Ante las características actuales de sociedades generadoras de millones de datos, dominar adecuadamente el análisis de datos es una necesidad para cualquier organización.",edX,Available for Paid verified track with cost $39 USD,4 weeks 5–8 hours per week,Course,"17,374 already enrolled! ",7 ratings,None,Data Analysis & Statistics,"César Iván Cobos May, Víctor Cruz Morales, "
RWTHx: Mathematical Optimization for Engineers,4.3,Intermediate, English,Free To Audit,https://www.edx.org/learn/math/rwth-aachen-university-mathematical-optimization-for-engineers,,"Today, for almost every product on the market and almost every service offered, some form of optimization has played a role in their design. ",edX,Available for Paid verified track with cost $99 USD,8 weeks 6–8 hours per week,Course,"6,175 already enrolled! A",9 ratings,None,Engineering,"Univ.-Prof. Alexander Mitsos, Johannes M. M. Faust, Ashutosh Manchanda, "
UPValenciaX: Word intermedio: herramientas de formato y productividad,None,Intermediate, Spanish,Free To Audit,https://www.edx.org/learn/business-skills/universitat-politecnica-de-valencia-word-intermedio-herramientas-de-formato-y-productividad,,"Este curso online da un repaso por los distintos menús de la herramienta Word, revisando a fondo sus distintas opciones e incidiendo en las funcionalidades de la herramienta que no son intuitivas, de forma que el usuario pueda conseguir dar formatos complejos a sus documentos y aumentar su rendimiento y productividad al trabajar con ellos.",edX,Available for Paid verified track with cost $45 USD,6 weeks 4–5 hours per week,Course,"21,214 already enrolled! ",None,None,Computer Science,"Andrés Lloret Salom, "
SmithsonianX: Foundations for Transforming Teaching and Learning about Native Americans,4.8,Beginner, English,Free To Audit,https://www.edx.org/learn/teaching-strategies/the-smithsonian-institution-foundations-for-transforming-teaching-and-learning-about-native-americans,,"In this course, learners will join the Smithsonian’s National Museum of the American Indian to explore the impact of problematic narratives of Native Americans on U.S. society and education and learn ways to recognize and share more complete narratives both inside and outside the classroom.",edX,Available for Paid verified track with cost $69 USD,4 weeks 1–2 hours per week,Course,Starts Mar 1Ends Dec 3Enr,5 ratings,None,Education & Teacher Training,"Renée Gokey, Edwin Schupman, Colleen Call Smith, "
LouvainX: International Investment Law,4.4,Advanced, English,Free To Audit,https://www.edx.org/learn/international-law/universite-catholique-de-louvain-international-investment-law,,"Are you aware of the controversial investor-State disputes and arbitral awards in which the public interest has been at stake, for instance, the protection of human rights and the environment? Do you recall recent cases such as Philip Morris v Uruguay and Vattenfall v Germany?",edX,Available for Paid verified track with cost $199 USD,10 weeks 6–8 hours per week,Course,"32,417 already enrolled! ",8 ratings,None,Law,"Yannick Radi, "
UQx: The Science of Everyday Thinking,None,Beginner, English,Free To Audit,https://www.edx.org/learn/thinking/the-university-of-queensland-the-science-of-everyday-thinking,,"We will explore the psychology of our everyday thinking: why people believe weird things, how we form and change our opinions, why our expectations skew our judgments, and how we can make better decisions. We'll discuss and debate topics such as placebos, the paranormal, medicine, miracles, and more.",edX,Available for Paid verified track with cost $189 USD,12 weeks 2–3 hours per week,Course,Share this courseShare th,None,None,Business & Management,"Emma MacKenzie, Jason Tangen, Matthew Thompson, "
"GTx: Introduction to Object-Oriented Programming with Java III: Exceptions, Data Structures, Recursion, and GUIs",None,Beginner, English,Free To Audit,https://www.edx.org/learn/object-oriented-programming/the-georgia-institute-of-technology-introduction-to-object-oriented-programming-with-java-iii-exceptions-data-structures-recursion-and-guis,,"This course provides students with the knowledge to handle and even create exceptions to achieve graceful error handling in programs. They will also create and utilize data structures, including lists and files. Students will also learn about recursion and how it can be a useful approach to repetition in a program. Finally, students will learn how to develop basic graphical user interfaces (GUIs) using JavaFX.",edX,Available for Paid verified track with cost $249 USD,6 weeks 5–6 hours per week,Course,"5,883 already enrolled! A",None,None,Computer Science,"Olufisayo Omojokun, "
AlaskaX: Behavioral Neuroscience: Analyzing Anxiety and Depression,None,Intermediate, English,Free To Audit,https://www.edx.org/learn/neuroscience/university-of-alaska-fairbanks-behavioral-neuroscience-analyzing-anxiety-and-depression,,This online course in behavioral neuroscience focuses on research related to mental health conditions such as anxiety and depression and was developed by University of Alaska Fairbanks faculty member Dr. Abel Bult-Ito. Enrollment in this course gives you access to content that will help you:,edX,Available for Paid verified track with cost $189 USD,5 weeks 5–7 hours per week,Course,Starts Mar 1Ends Jun 30En,None,None,Biology & Life Sciences,"Abel Bult-Ito, "
"UMD, USMx: Letâ€™s Get Emotional:  Emotions & Emotional Intelligence!",4.3,Beginner, English,Free To Audit,https://www.edx.org/learn/psychology/the-university-of-maryland-college-park-lets-get-emotional-emotions-emotional-intelligence,,"Please note: the UMD Power Lab is an optional lab, highly recommended, and costs an additional fee. Please read the important statement at the bottom of the description",edX,Available for Paid verified track with cost $249 USD,5 weeks 2–3 hours per week,Course,"8,650 already enrolled! A",7 ratings,None,Business & Management,"Jocelyn S. Davis, "
UQx: Principles of Microeconomics: An Economist Way of Thinking,None,Intermediate, English,Free To Audit,https://www.edx.org/learn/microeconomics/the-university-of-queensland-principles-of-microeconomics-an-economist-way-of-thinking,,"Recent global economic and non-economic events have highlighted the importance of informed and well reasoned decision making of resource allocation and efficiency. This course focuses on how decision making units within the economy (e.g. consumers, firms, government departments) make choices and how choices can be made in a way that makes best possible use of limited available resources. Since life is in large part about making choices, this course will help you to understand why the world is the way it is, and in so doing, shed light on how it might be changed for the better. ",edX,Available for Paid verified track with cost $129 USD,6 weeks 1–2 hours per week,Course,5 months1 - 2 hours per w,None,None,Economics & Finance,"Carl Sherwood, "
UPValenciaX: Fundamentos de MecÃ¡nica para IngenierÃ­a,None,Beginner, Spanish,Free To Audit,https://www.edx.org/learn/engineering/universitat-politecnica-de-valencia-fundamentos-de-mecanica-para-ingenieria,,Se aborda el estudio del universo físico analizando objetos en movimiento. Se definen y analizan todas las magnitudes y leyes físicas que permiten describir geométrica y causalmente el movimiento de cuerpos representados por un punto.,edX,Available for Paid verified track with cost $19 USD,6 weeks 3–4 hours per week,Course,"22,153 already enrolled! ",None,None,Physics,"Pilar Candelas Valiente, M. Ángeles Hernández Fenollosa, Constanza Rubio Michavila, "
DelftX: Drinking Water Treatment,4.4,Intermediate, English,Free To Audit,https://www.edx.org/learn/water/delft-university-of-technology-drinking-water-treatment,,"This course focuses on conventional technologies for drinking water treatment. Unit processes, involved in the treatment chain, are discussed as well as the physical, chemical and biological processes involved. The emphasis is on the effect of treatment on water quality and the dimensions of the unit processes in the treatment chain. After the course one should be able to recognise the process units, describe their function, and make basic calculations for a preliminary design of a drinking water treatment plant.",edX,Available for Paid verified track with cost $139 USD,7 weeks 6–8 hours per week,Course,"63,401 already enrolled! ",9 ratings,None,Engineering,"Luuk Rietveld, Doris van Halem, "
SDGAcademyX: Living Heritage and Sustainable Development,4.8,Intermediate, English,Free To Audit,https://www.edx.org/learn/sustainable-development/sdg-academy-living-heritage-and-sustainable-development,,,edX,None,6 weeks 2–4 hours per week,Course,"5,810 already enrolled! A",12 ratings,None,Art & Culture,"Cristina Amescua Chávez, Ahmed Skounti, Anna Wai Yu Yau, "
IBM: Test and Behavior Driven Development (TDD/BDD),None,Intermediate, English,Free To Audit,https://www.edx.org/learn/software-development/ibm-test-and-behavior-driven-development-tdd-bdd,,"Testing is one of the most critical processes of the Software Development Lifecycle (SDLC) and often contributes to preventing bugs, reducing development costs, and improving performance. Two of the best methods for testing software are Test Driven Development (TDD) and Behavior Driven Development (BDD). TDD tests individual units of code while BDD tests how these units work together.",edX,Available for Paid verified track with cost $99 USD,4 weeks 14–16 hours per week,Course,Starts Mar 1Ends Jun 30En,None,None,Computer Science,"John Rofrano, "
DelftX: Critical Raw Materials: Managing Resources for a Sustainable Future,None,Intermediate, English,Free To Audit,https://www.edx.org/learn/sustainability/delft-university-of-technology-critical-raw-materials-managing-resources-for-a-sustainable-future,,"The availability of critical raw materials (CRMs) is under massive pressure. However, these materials are essential for products, technologies and solutions to some of the world’s most crucial issues – such as the energy transition. The small numbers of suppliers, price volatility, environmental damage from mining, and costly time- and energy-consuming extraction processes are just a few of the many associated challenges.",edX,Available for Paid verified track with cost $149 USD,7 weeks 4–6 hours per week,Course,Starts Mar 1Enroll,None,None,Business & Management,"Alessandra Hool, David Peck, Ester van der Voet, "
FedericaX: Italian Language around the world,None,Beginner, English,Free To Audit,https://www.edx.org/learn/italian/universita-degli-studi-di-napoli-federico-ii-italian-language-around-the-world,,"The Italian language has spread around the world thanks to songs, cinema, theatre, opera, food and design, which means that the language itself is associated with the best of Italian production.",edX,Available for Paid verified track with cost $55 USD,5 weeks 6–8 hours per week,Course,Starts Mar 1Ends Dec 31En,None,None,Literature,"Nicola De Blasi, "
IMFx: Cyber Risk Supervision,4.6,Beginner, English,Free To Audit,https://www.edx.org/learn/economics/the-international-monetary-fund-cyber-risk-security,,"As the reliance of the financial sector on Information Technology and the interconnectedness of systems continue to rise, cybersecurity has become a financial stability risk. Financial supervisors need to understand the nature of the risk, learn the essential concepts of cyber risk management, and acquire basic skills needed for effective regulation and supervision.",edX,Available for Paid verified track with cost $25 USD,4 weeks 3–4 hours per week,Course,Starts Mar 1Ends Apr 16En,17 ratings,None,Economics & Finance,"Tamas Gaidosch, Emran Islam, Rangachary Ravikumar, "
UBCx: Online Course Development: Planning and Implementation,4.3,Beginner, English,Free To Audit,https://www.edx.org/learn/teacher-training/university-of-british-columbia-online-course-development-planning-and-implementation,,"Successful online education requires substantial groundwork before instructors can get started on course design and delivery. Designed for educators, administrators and educational leaders required to make decisions about digital learning technologies and frameworks, this short course prepares you to confidently navigate this process and build the crucial foundations for rewarding remote learning experiences. ****",edX,Available for Paid verified track with cost $49 USD,2 weeks 5–7 hours per week,Course,"9,111 already enrolled! A",14 ratings,None,Education & Teacher Training,"Donata Bonassisa, "
HKPolyUx: Introduction to air transportation and aviation management,3.9,Beginner, English,Free To Audit,https://www.edx.org/learn/aeronautical-engineering/the-hong-kong-polytechnic-university-introduction-to-air-transportation-and-aviation-management,,"Aviation is essential for global business as it supports worldwide travelling and cargo transportation. Before COVID-19, the economic benefits generated by the industry across countries showed a growing trend.",edX,Available for Paid verified track with cost $119 USD,8 weeks 6–8 hours per week,Course,Starts Mar 1Ends May 24En,8 ratings,None,Business & Management,"Dr Kam Ng, "
AnahuacX: E-Commerce EstratÃ©gico,None,Beginner, Spanish,Free To Audit,https://www.edx.org/learn/ecommerce/universidades-anahuac-e-commerce-estrategico,,"Los dispositivos tecnológicos y el uso de herramientas digitales están llegando a niveles de democratización cada vez más altos. Algunas de las razones las podemos encontrar en que las herramientas digitales se vuelven diariamente más amigables con los usuarios; surgen con más frecuencia aplicaciones conectadas a diferentes dimensiones de la vida humana; familiares, escolares, empresariales, etc.",edX,Available for Paid verified track with cost $39 USD,5 weeks 5–7 hours per week,Course,3 months4 - 6 hours per w,None,None,Business & Management,"Carlos A. Salamanca Castillo, "
IBM: Analyzing Data with R,None,Beginner, English,Free To Audit,https://www.edx.org/learn/data-analysis/ibm-analyzing-data-with-r,,"The R programming language is purpose-built for data analysis. R is the key that opens the door between the problems you want to solve with data and the answers you need to meet your objectives. This course starts with a question, and then walks you through the process of answering it through data. You will first learn important techniques for preparing (or wrangling) your data for analysis. Then you will learn how to gain a better understanding of your data through exploratory data analysis, helping you to summarize your data and identify relevant relationships between variables that can lead to insights. ****",edX,Available for Paid verified track with cost $99 USD,6 weeks 2–3 hours per week,Course,Starts Mar 1Ends Jun 30En,None,None,Data Analysis & Statistics,"Gabriela de Queiroz, Tiffany Zhu, Yiwen Li, "
GTx: Probability and Statistics II:  Random Variables â€“ Great Expectations to Bell Curves,None,Intermediate, English,Free To Audit,https://www.edx.org/learn/statistics/the-georgia-institute-of-technology-probability-and-statistics-ii-random-variables-great-expectations-to-bell-curves,,"This course discusses properties and applications of random variables. When you’re done, you’ll have enough firepower to undertake a wide variety of modeling and analysis problems; and you’ll be well-prepared for the upcoming Statistics courses. ",edX,Available for Paid verified track with cost $249 USD,4 weeks 6–12 hours per week,Course,"5,871 already enrolled! A",None,None,Data Analysis & Statistics,"David Goldsman, "
StellenboschX: People analytics and reporting,4.6,Intermediate, English,Free To Audit,https://www.edx.org/learn/human-resources/stellenbosch-university-people-analytics-and-reporting,,"People metrics and analytics is the application of statistical techniques into HR data elements using key measures or indicators to examine the performance of the HR function and employees, and to subsequently disclose the value of people’s intangible assets in the integrated reports as part of the 6 Capitals. In many organizations, HR departments collect data on the various aspects of people management such as recruitment, selection, employee turnover, training, remuneration and performance management but hardly integrate statistical techniques with metrics (measures or indicators) to understand the reasons underlying the pattern of relationships between a given set of variables, and in some cases even predict the cause-effect-relationships. Consequently, decisions regarding the attraction, sourcing, deploying, developing, and retaining of talent are based on intuition and not evidence.",edX,Available for Paid verified track with cost $149 USD,2 weeks 5–8 hours per week,Course,Starts Mar 1Ends Jul 4Enr,43 ratings,None,Business & Management,"Mpho Magau, "
"AdelaideX: Understanding Agribusiness, Value Chains, and Consumers in Global Food Systems",None,Intermediate, English,Free To Audit,https://www.edx.org/learn/agribusiness/university-of-adelaide-understanding-agribusiness-value-chains-and-consumers-in-global-food-systems,,"Agribusiness is at the core of most economies around the world. The business of feeding peopleremains both complex and extremely important. According to the World Bank, food and agribusiness is a US $5 trillion industry that represents 10 percent of global consumer spending. ",edX,Available for Paid verified track with cost $199 USD,4 weeks 2–3 hours per week,Course,"22,705 already enrolled! ",None,None,Business & Management,"Professor Wendy Umberger, Elizabeth Gunner, Craig Johns, "
ETHx: Environmental DNA: Sensing the Diversity of Life and Assessing Ecosystem Health,None,Intermediate, English,Free To Audit,https://www.edx.org/course/edna-01x,,What if you could detect species without observing them? What if nature sends out a reliable signal disclosing the presence of species that we can capture and interpret with great accuracy? How can we improve our efforts to monitor and conserve species habitats and ecosystems with such information in our hands?,edX,Available for Paid verified track with cost $50 USD,7 weeks 1–2 hours per week,Course,Share this courseShare th,None,None,Biology & Life Sciences,"Loïc Pellissier, Kristy Deiner, Aline Frossard, "
"HarvardX: Invasions, Rebellions, and the Fall of Imperial China",4.3,Beginner, English,Free To Audit,https://www.edx.org/learn/chinese-history/harvard-university-invasions-rebellions-and-the-fall-of-imperial-china,,"In the 18th century, the Qing Dynasty is at its height; it is the wealthiest, most powerful,most civilized state on earth. And yet the 19th century brought enormous challenges for the Qing and for the place we call China. By the 20th century, a 2,000-year imperial tradition is gone. What happened? ",edX,Available for Paid verified track with cost $149 USD,15 weeks 1–3 hours per week,Course,"45,261 already enrolled! ",6 ratings,None,History,"Peter K. Bol, William C. Kirby, "
KULeuvenX: Beer: the science of brewing,4.6,Intermediate, English,Free To Audit,https://www.edx.org/learn/beer/ku-leuven-beer-the-science-of-brewing,,"In this course of 12 modules, our team of academic scientists and brewmasters will introduce you to the science underlying beer brewing. At the end of this MOOC, you will understand the science underlying beer production, and why your beer tastes the way it does!",edX,Available for Paid verified track with cost $99 USD,13 weeks 4–6 hours per week,Course,"22,976 already enrolled! ",29 ratings,None,Food & Nutrition,"Stijn Mertens, Stijn Spaepen, Karin Voordeckers, "
NUS: Electricity Distribution,None,Intermediate, English,Free To Audit,https://www.edx.org/learn/electricity/the-national-university-of-singapore-electricity-distribution,,"In this class, learners will learn all about electricity infrastructure, including electricity generation, transmission, use and safety. The focus is on actual installations, so students can learn about electrical substations, 3-phase power distribution, typical power plant voltages, large transformers, as well as single-phase, split-phase, and 3-phase circuit breaker boxes and wiring setups found around the world. Learners will understand the importance of AC in an electricity grid, as well as grounding/earthing, pole transformer setups, as well as residual current/ground fault interrupt and safety setups and lightning protection.",edX,Available for Paid verified track with cost $139 USD,7 weeks 1–2 hours per week,Course,Share this courseShare th,None,None,Engineering,"Aaron Danner, "
"HarvardX: ChinaX Book Club: Five Authors, Five Books, Five Views of China",None,Beginner, English,Free To Audit,https://www.edx.org/learn/chinese-history/harvard-university-chinax-book-club-five-authors-five-books-five-views-of-china,,How can literature and literary analysis allow us to understand the dynamics of contemporary China? ****,edX,Available for Paid verified track with cost $149 USD,5 weeks 1–2 hours per week,Course,"11,957 already enrolled! ",None,None,Literature,"David Wang, "
DoaneX: Fundamentals of Psychology,4.4,Beginner, English,Free To Audit,https://www.edx.org/learn/psychology/doane-university-fundamentals-of-psychology,,"An introduction to the systematic study of human cognition, emotion, and behavior with an emphasis on the scientific method. Fundamentals of behavior, learning, conditioning, development, cognitive processes, perception, emotion, personality, and psychopathology are among the content areas studied. Particular emphasis is placed on the use of the scientific method for the study of human nature. Students successfully completing the course will demonstrate a general understanding of the knowledge established in these areas, as well as the methods used by psychologists to acquire that knowledge.",edX,Available for Paid verified track with cost $119 USD,8 weeks 5–10 hours per week,Course,"30,291 already enrolled! ",9 ratings,None,Social Sciences,"David Kays, "
